Summary Level	Geographic Component	State FIPS	Place FIPS	County FIPS	Tract	Zip	Block	Name	Latitude	Longitude
050	00	15		009				Maui County	20.901025	-156.615839
050	00	16		001				Ada County	43.560300	-116.280069
050	00	16		003				Adams County	44.917815	-116.392914
050	00	16		005				Bannock County	42.777785	-112.346267
050	00	16		007				Bear Lake County	42.310550	-111.350221
050	00	16		009				Benewah County	47.240039	-116.637643
050	00	16		011				Bingham County	43.179755	-112.363605
050	00	16		013				Blaine County	43.437061	-114.178832
050	00	16		015				Boise County	43.955457	-115.858563
050	00	16		017				Bonner County	48.316414	-116.686831
050	00	16		019				Bonneville County	43.474131	-111.872559
050	00	16		021				Boundary County	48.758435	-116.373036
050	00	16		023				Butte County	43.686343	-113.199944
050	00	16		025				Camas County	43.391502	-114.773345
050	00	16		027				Canyon County	43.618140	-116.673633
050	00	16		029				Caribou County	42.726467	-111.662032
050	00	16		031				Cassia County	42.357856	-113.638731
050	00	16		033				Clark County	44.240975	-112.291097
050	00	16		035				Clearwater County	46.653353	-115.858748
050	00	16		037				Custer County	44.211630	-114.139033
050	00	16		039				Elmore County	43.139342	-115.537769
050	00	16		041				Franklin County	42.153211	-111.855585
050	00	16		043				Fremont County	44.175903	-111.510212
050	00	16		045				Gem County	43.969570	-116.451291
050	00	16		047				Gooding County	42.873169	-114.781459
050	00	16		049				Idaho County	45.893268	-115.888594
050	00	16		051				Jefferson County	43.761293	-112.106831
050	00	16		053				Jerome County	42.679123	-114.304518
050	00	16		055				Kootenai County	47.704372	-116.770986
050	00	16		057				Latah County	46.786040	-116.802597
050	00	16		059				Lemhi County	44.948818	-113.778243
050	00	16		061				Lewis County	46.233719	-116.379388
050	00	16		063				Lincoln County	42.965518	-114.212667
050	00	16		065				Madison County	43.818344	-111.741490
050	00	16		067				Minidoka County	42.670666	-113.696748
050	00	16		069				Nez Perce County	46.410602	-116.862484
050	00	16		071				Oneida County	42.174344	-112.410452
050	00	16		073				Owyhee County	42.806872	-116.190499
050	00	16		075				Payette County	43.999903	-116.867958
050	00	16		077				Power County	42.770307	-112.814105
050	00	16		079				Shoshone County	47.417879	-116.040486
050	00	16		081				Teton County	43.720419	-111.144179
050	00	16		083				Twin Falls County	42.489080	-114.611547
050	00	16		085				Valley County	44.655511	-115.920089
050	00	16		087				Washington County	44.392256	-116.851251
050	00	17		001				Adams County	39.965452	-91.268051
050	00	17		003				Alexander County	37.146816	-89.289480
050	00	17		005				Bond County	38.882098	-89.434850
050	00	17		007				Boone County	42.298948	-88.834228
050	00	17		009				Brown County	39.950254	-90.740237
050	00	17		011				Bureau County	41.386420	-89.477767
050	00	17		013				Calhoun County	39.168969	-90.653186
050	00	17		015				Carroll County	42.076584	-89.953145
050	00	17		017				Cass County	39.975926	-90.269918
050	00	17		019				Champaign County	40.136824	-88.216752
050	00	17		021				Christian County	39.528077	-89.262544
050	00	17		023				Clark County	39.345598	-87.802973
050	00	17		025				Clay County	38.737029	-88.470910
050	00	17		027				Clinton County	38.598095	-89.436849
050	00	17		029				Coles County	39.507634	-88.259377
050	00	17		031				Cook County	41.837649	-87.767817
050	00	17		033				Crawford County	39.009225	-87.757873
050	00	17		035				Cumberland County	39.272064	-88.263215
050	00	17		037				DeKalb County	41.897263	-88.739318
050	00	17		039				De Witt County	40.178001	-88.914787
050	00	17		041				Douglas County	39.769979	-88.236661
050	00	17		043				DuPage County	41.856029	-88.063587
050	00	17		045				Edgar County	39.668118	-87.746849
050	00	17		047				Edwards County	38.398083	-88.048393
050	00	17		049				Effingham County	39.069653	-88.592280
050	00	17		051				Fayette County	39.000305	-88.990889
050	00	17		053				Ford County	40.552455	-88.223413
050	00	17		055				Franklin County	37.974494	-88.955152
050	00	17		057				Fulton County	40.499297	-90.177649
050	00	17		059				Gallatin County	37.782056	-88.233803
050	00	17		061				Greene County	39.369540	-90.383013
050	00	17		063				Grundy County	41.309747	-88.366716
050	00	17		065				Hamilton County	38.096779	-88.536242
050	00	17		067				Hancock County	40.424406	-91.187696
050	00	17		069				Hardin County	37.470687	-88.281762
050	00	17		071				Henderson County	40.833378	-90.946340
050	00	17		073				Henry County	41.351751	-90.120495
050	00	17		075				Iroquois County	40.749055	-87.833796
050	00	17		077				Jackson County	37.769401	-89.314721
050	00	17		079				Jasper County	39.009625	-88.140296
050	00	17		081				Jefferson County	38.310378	-88.915252
050	00	17		083				Jersey County	39.083608	-90.342138
050	00	17		085				Jo Daviess County	42.393139	-90.235822
050	00	17		087				Johnson County	37.466033	-88.894637
050	00	17		089				Kane County	41.918229	-88.338441
050	00	17		091				Kankakee County	41.137091	-87.842340
050	00	17		093				Kendall County	41.641529	-88.424929
050	00	17		095				Knox County	40.939735	-90.290825
050	00	17		097				Lake County	42.313322	-87.983801
050	00	17		099				La Salle County	41.332155	-88.904285
050	00	17		101				Lawrence County	38.723770	-87.720031
050	00	17		103				Lee County	41.774245	-89.352013
050	00	17		105				Livingston County	40.903217	-88.565955
050	00	17		107				Logan County	40.143596	-89.365106
050	00	17		109				McDonough County	40.472379	-90.670355
050	00	17		111				McHenry County	42.296401	-88.353772
050	00	17		113				McLean County	40.495251	-88.883582
050	00	17		115				Macon County	39.853136	-88.953227
050	00	17		117				Macoupin County	39.231191	-89.877556
050	00	17		119				Madison County	38.812515	-90.018837
050	00	17		121				Marion County	38.614865	-88.993656
050	00	17		123				Marshall County	41.048508	-89.295467
050	00	17		125				Mason County	40.260702	-89.913299
050	00	17		127				Massac County	37.203007	-88.742654
050	00	17		129				Menard County	40.032792	-89.811751
050	00	17		131				Mercer County	41.201226	-90.730320
050	00	17		133				Monroe County	38.329154	-90.175233
050	00	17		135				Montgomery County	39.207454	-89.500917
050	00	17		137				Morgan County	39.712954	-90.215325
050	00	17		139				Moultrie County	39.635412	-88.626340
050	00	17		141				Ogle County	42.025711	-89.308985
050	00	17		143				Peoria County	40.752492	-89.665063
050	00	17		145				Perry County	38.054426	-89.349016
050	00	17		147				Piatt County	39.997207	-88.577414
050	00	17		149				Pike County	39.629292	-90.886468
050	00	17		151				Pope County	37.411400	-88.573261
050	00	17		153				Pulaski County	37.197155	-89.132572
050	00	17		155				Putnam County	41.226096	-89.274381
050	00	17		157				Randolph County	38.079211	-89.796877
050	00	17		159				Richland County	38.722200	-88.094535
050	00	17		161				Rock Island County	41.491433	-90.507532
050	00	17		163				St. Clair County	38.532682	-90.002067
050	00	17		165				Saline County	37.753831	-88.540840
050	00	17		167				Sangamon County	39.763854	-89.646499
050	00	17		169				Schuyler County	40.143586	-90.579100
050	00	17		171				Scott County	39.647927	-90.478407
050	00	17		173				Shelby County	39.385719	-88.799105
050	00	17		175				Stark County	41.097764	-89.802300
050	00	17		177				Stephenson County	42.340808	-89.642608
050	00	17		179				Tazewell County	40.557333	-89.540657
050	00	17		181				Union County	37.461737	-89.248116
050	00	17		183				Vermilion County	40.156797	-87.692434
050	00	17		185				Wabash County	38.430342	-87.816801
050	00	17		187				Warren County	40.876975	-90.622695
050	00	17		189				Washington County	38.366222	-89.376927
050	00	17		191				Wayne County	38.419189	-88.401393
050	00	17		193				White County	38.104078	-88.180096
050	00	17		195				Whiteside County	41.778260	-89.867831
050	00	17		197				Will County	41.527431	-88.029840
050	00	17		199				Williamson County	37.749230	-88.972314
050	00	17		201				Winnebago County	42.311119	-89.081630
050	00	17		203				Woodford County	40.783629	-89.225144
050	00	18		001				Adams County	40.744555	-84.940506
050	00	18		003				Allen County	41.090284	-85.100068
050	00	18		005				Bartholomew County	39.211509	-85.892211
050	00	18		007				Benton County	40.579571	-87.314706
050	00	18		009				Blackford County	40.462132	-85.340883
050	00	18		011				Boone County	40.032080	-86.450455
050	00	18		013				Brown County	39.228538	-86.218138
050	00	18		015				Carroll County	40.580759	-86.584006
050	00	18		017				Cass County	40.746875	-86.345234
050	00	18		019				Clark County	38.386482	-85.727465
050	00	18		021				Clay County	39.439101	-87.119952
050	00	18		023				Clinton County	40.288872	-86.496578
050	00	18		025				Crawford County	38.306130	-86.437222
050	00	18		027				Daviess County	38.698934	-87.106867
050	00	18		029				Dearborn County	39.135699	-84.943303
050	00	18		031				Decatur County	39.317235	-85.501652
050	00	18		033				DeKalb County	41.388868	-85.017127
050	00	18		035				Delaware County	40.211893	-85.396077
050	00	18		037				Dubois County	38.350091	-86.900551
050	00	18		039				Elkhart County	41.626089	-85.899404
050	00	18		041				Fayette County	39.644201	-85.157456
050	00	18		043				Floyd County	38.316931	-85.863288
050	00	18		045				Fountain County	40.139160	-87.257568
050	00	18		047				Franklin County	39.416701	-85.069631
050	00	18		049				Fulton County	41.057846	-86.241036
050	00	18		051				Gibson County	38.317700	-87.558364
050	00	18		053				Grant County	40.520940	-85.648911
050	00	18		055				Greene County	39.051476	-87.037411
050	00	18		057				Hamilton County	40.031229	-86.065824
050	00	18		059				Hancock County	39.820991	-85.790803
050	00	18		061				Harrison County	38.213797	-86.107584
050	00	18		063				Hendricks County	39.769192	-86.452581
050	00	18		065				Henry County	39.923532	-85.405985
050	00	18		067				Howard County	40.475438	-86.126407
050	00	18		069				Huntington County	40.836839	-85.477295
050	00	18		071				Jackson County	38.917112	-85.979889
050	00	18		073				Jasper County	41.022050	-87.133815
050	00	18		075				Jay County	40.425659	-85.030582
050	00	18		077				Jefferson County	38.766912	-85.436056
050	00	18		079				Jennings County	39.000810	-85.626827
050	00	18		081				Johnson County	39.513686	-86.100823
050	00	18		083				Knox County	38.697416	-87.418937
050	00	18		085				Kosciusko County	41.264505	-85.833206
050	00	18		087				LaGrange County	41.645075	-85.428214
050	00	18		089				Lake County	41.529603	-87.395253
050	00	18		091				LaPorte County	41.599217	-86.779261
050	00	18		093				Lawrence County	38.840482	-86.485148
050	00	18		095				Madison County	40.145940	-85.719201
050	00	18		097				Marion County	39.792792	-86.141810
050	00	18		099				Marshall County	41.331349	-86.268543
050	00	18		101				Martin County	38.724504	-86.833305
050	00	18		103				Miami County	40.753246	-86.053583
050	00	18		105				Monroe County	39.161997	-86.540369
050	00	18		107				Montgomery County	40.032010	-86.887139
050	00	18		109				Morgan County	39.499253	-86.412857
050	00	18		111				Newton County	40.951375	-87.402193
050	00	18		113				Noble County	41.408138	-85.413889
050	00	18		115				Ohio County	38.948067	-84.940039
050	00	18		117				Orange County	38.561967	-86.517884
050	00	18		119				Owen County	39.307950	-86.818225
050	00	18		121				Parke County	39.763805	-87.219238
050	00	18		123				Perry County	38.012306	-86.695887
050	00	18		125				Pike County	38.411987	-87.237138
050	00	18		127				Porter County	41.523510	-87.086655
050	00	18		129				Posey County	38.025891	-87.848770
050	00	18		131				Pulaski County	41.045238	-86.690363
050	00	18		133				Putnam County	39.660304	-86.840246
050	00	18		135				Randolph County	40.164503	-85.004604
050	00	18		137				Ripley County	39.150121	-85.241433
050	00	18		139				Rush County	39.621652	-85.475672
050	00	18		141				St. Joseph County	41.664783	-86.241933
050	00	18		143				Scott County	38.695829	-85.765904
050	00	18		145				Shelby County	39.532818	-85.779679
050	00	18		147				Spencer County	38.024372	-87.013205
050	00	18		149				Starke County	41.271927	-86.654352
050	00	18		151				Steuben County	41.651551	-85.009314
050	00	18		153				Sullivan County	39.100806	-87.395420
050	00	18		155				Switzerland County	38.820999	-84.989245
050	00	18		157				Tippecanoe County	40.409485	-86.880880
050	00	18		159				Tipton County	40.305617	-86.044956
050	00	18		161				Union County	39.607816	-84.917283
050	00	18		163				Vanderburgh County	37.989892	-87.556964
050	00	18		165				Vermillion County	39.802926	-87.443879
050	00	18		167				Vigo County	39.456887	-87.391268
050	00	18		169				Wabash County	40.856664	-85.806219
050	00	18		171				Warren County	40.311628	-87.362680
050	00	18		173				Warrick County	38.047646	-87.304258
050	00	18		175				Washington County	38.589628	-86.096807
050	00	18		177				Wayne County	39.840126	-84.986884
050	00	18		179				Wells County	40.743854	-85.210324
050	00	18		181				White County	40.748174	-86.831515
050	00	18		183				Whitley County	41.152809	-85.502004
050	00	19		001				Adair County	41.345508	-94.471930
050	00	19		003				Adams County	41.022252	-94.711809
050	00	19		005				Allamakee County	43.268358	-91.370554
050	00	19		007				Appanoose County	40.751359	-92.863972
050	00	19		009				Audubon County	41.666458	-94.916461
050	00	19		011				Benton County	42.072383	-92.057568
050	00	19		013				Black Hawk County	42.487586	-92.344731
050	00	19		015				Boone County	42.045378	-93.922512
050	00	19		017				Bremer County	42.765073	-92.345886
050	00	19		019				Buchanan County	42.477421	-91.863059
050	00	19		021				Buena Vista County	42.718568	-95.155185
050	00	19		023				Butler County	42.735699	-92.781090
050	00	19		025				Calhoun County	42.387432	-94.632554
050	00	19		027				Carroll County	42.028619	-94.855710
050	00	19		029				Cass County	41.358575	-94.965991
050	00	19		031				Cedar County	41.770019	-91.118036
050	00	19		033				Cerro Gordo County	43.111998	-93.265669
050	00	19		035				Cherokee County	42.730472	-95.611591
050	00	19		037				Chickasaw County	43.051169	-92.322842
050	00	19		039				Clarke County	41.027425	-93.791292
050	00	19		041				Clay County	43.103200	-95.156090
050	00	19		043				Clayton County	42.852007	-91.320308
050	00	19		045				Clinton County	41.871169	-90.427404
050	00	19		047				Crawford County	42.026888	-95.369384
050	00	19		049				Dallas County	41.682923	-94.021682
050	00	19		051				Davis County	40.745794	-92.421763
050	00	19		053				Decatur County	40.727585	-93.789690
050	00	19		055				Delaware County	42.469875	-91.377044
050	00	19		057				Des Moines County	40.854437	-91.156013
050	00	19		059				Dickinson County	43.385253	-95.143197
050	00	19		061				Dubuque County	42.476090	-90.822022
050	00	19		063				Emmet County	43.377876	-94.688734
050	00	19		065				Fayette County	42.837590	-91.850190
050	00	19		067				Floyd County	43.071481	-92.781146
050	00	19		069				Franklin County	42.743428	-93.248793
050	00	19		071				Fremont County	40.735068	-95.615265
050	00	19		073				Greene County	42.035081	-94.383973
050	00	19		075				Grundy County	42.383941	-92.785161
050	00	19		077				Guthrie County	41.678413	-94.451238
050	00	19		079				Hamilton County	42.393883	-93.722419
050	00	19		081				Hancock County	43.085526	-93.722060
050	00	19		083				Hardin County	42.402071	-93.211684
050	00	19		085				Harrison County	41.687140	-95.810212
050	00	19		087				Henry County	40.982369	-91.542799
050	00	19		089				Howard County	43.360011	-92.288378
050	00	19		091				Humboldt County	42.782090	-94.217382
050	00	19		093				Ida County	42.391959	-95.507352
050	00	19		095				Iowa County	41.687953	-92.061269
050	00	19		097				Jackson County	42.153859	-90.556325
050	00	19		099				Jasper County	41.675163	-93.062092
050	00	19		101				Jefferson County	41.031640	-91.963376
050	00	19		103				Johnson County	41.674915	-91.568871
050	00	19		105				Jones County	42.119996	-91.162116
050	00	19		107				Keokuk County	41.324551	-92.175063
050	00	19		109				Kossuth County	43.175841	-94.216514
050	00	19		111				Lee County	40.576831	-91.416607
050	00	19		113				Linn County	42.029994	-91.630559
050	00	19		115				Louisa County	41.217443	-91.261679
050	00	19		117				Lucas County	41.020540	-93.326534
050	00	19		119				Lyon County	43.387622	-96.205202
050	00	19		121				Madison County	41.336910	-94.017570
050	00	19		123				Mahaska County	41.320852	-92.643490
050	00	19		125				Marion County	41.325547	-93.069235
050	00	19		127				Marshall County	42.036694	-92.972749
050	00	19		129				Mills County	41.030434	-95.642009
050	00	19		131				Mitchell County	43.349343	-92.820473
050	00	19		133				Monona County	42.050426	-95.953652
050	00	19		135				Monroe County	41.036610	-92.840674
050	00	19		137				Montgomery County	41.013101	-95.159253
050	00	19		139				Muscatine County	41.472456	-91.084801
050	00	19		141				O'Brien County	43.090091	-95.639384
050	00	19		143				Osceola County	43.379878	-95.633004
050	00	19		145				Page County	40.740012	-95.165970
050	00	19		147				Palo Alto County	43.090301	-94.688715
050	00	19		149				Plymouth County	42.752959	-96.206675
050	00	19		151				Pocahontas County	42.744560	-94.683864
050	00	19		153				Polk County	41.627938	-93.630942
050	00	19		155				Pottawattamie County	41.308529	-95.680399
050	00	19		157				Poweshiek County	41.698037	-92.547030
050	00	19		159				Ringgold County	40.737297	-94.232271
050	00	19		161				Sac County	42.381921	-95.093223
050	00	19		163				Scott County	41.572127	-90.578862
050	00	19		165				Shelby County	41.681668	-95.318339
050	00	19		167				Sioux County	43.075135	-96.182305
050	00	19		169				Story County	42.024190	-93.528718
050	00	19		171				Tama County	42.073452	-92.547625
050	00	19		173				Taylor County	40.731545	-94.691780
050	00	19		175				Union County	41.033565	-94.274698
050	00	19		177				Van Buren County	40.740217	-91.948808
050	00	19		179				Wapello County	41.026714	-92.415780
050	00	19		181				Warren County	41.373285	-93.559883
050	00	19		183				Washington County	41.329998	-91.706689
050	00	19		185				Wayne County	40.731007	-93.328647
050	00	19		187				Webster County	42.446780	-94.179073
050	00	19		189				Winnebago County	43.363799	-93.725153
050	00	19		191				Winneshiek County	43.276910	-91.846129
050	00	19		193				Woodbury County	42.438477	-96.233050
050	00	19		195				Worth County	43.364399	-93.265609
050	00	19		197				Wright County	42.729717	-93.750180
050	00	20		001				Allen County	37.886958	-95.344996
050	00	20		003				Anderson County	38.214784	-95.283261
050	00	20		005				Atchison County	39.543110	-95.252695
050	00	20		007				Barber County	37.230652	-98.568613
050	00	20		009				Barton County	38.438130	-98.767467
050	00	20		011				Bourbon County	37.856104	-94.786887
050	00	20		013				Brown County	39.813050	-95.562704
050	00	20		015				Butler County	37.752406	-96.925607
050	00	20		017				Chase County	38.313664	-96.607734
050	00	20		019				Chautauqua County	37.120943	-96.254056
050	00	20		021				Cherokee County	37.142082	-94.787407
050	00	20		023				Cheyenne County	39.761556	-101.720764
050	00	20		025				Clark County	37.240275	-99.828006
050	00	20		027				Clay County	39.357193	-97.146911
050	00	20		029				Cloud County	39.505567	-97.651814
050	00	20		031				Coffey County	38.236272	-95.729157
050	00	20		033				Comanche County	37.252041	-99.342854
050	00	20		035				Cowley County	37.236175	-96.943603
050	00	20		037				Crawford County	37.462338	-94.785443
050	00	20		039				Decatur County	39.777488	-100.431977
050	00	20		041				Dickinson County	38.849279	-97.139524
050	00	20		043				Doniphan County	39.794374	-95.118046
050	00	20		045				Douglas County	38.927006	-95.256048
050	00	20		047				Edwards County	37.905732	-99.322857
050	00	20		049				Elk County	37.425671	-96.238982
050	00	20		051				Ellis County	38.903108	-99.316586
050	00	20		053				Ellsworth County	38.703523	-98.228092
050	00	20		055				Finney County	38.002792	-100.849140
050	00	20		057				Ford County	37.720186	-99.912921
050	00	20		059				Franklin County	38.580288	-95.272575
050	00	20		061				Geary County	39.031502	-96.819527
050	00	20		063				Gove County	38.990702	-100.475457
050	00	20		065				Graham County	39.342520	-99.869673
050	00	20		067				Grant County	37.565557	-101.321914
050	00	20		069				Gray County	37.722709	-100.415469
050	00	20		071				Greeley County	38.468170	-101.775770
050	00	20		073				Greenwood County	37.883169	-96.223448
050	00	20		075				Hamilton County	38.044782	-101.781762
050	00	20		077				Harper County	37.212521	-98.064464
050	00	20		079				Harvey County	38.042818	-97.408545
050	00	20		081				Haskell County	37.536761	-100.884724
050	00	20		083				Hodgeman County	38.079263	-99.853278
050	00	20		085				Jackson County	39.427956	-95.784241
050	00	20		087				Jefferson County	39.234439	-95.391016
050	00	20		089				Jewell County	39.784285	-98.202812
050	00	20		091				Johnson County	38.932175	-94.753767
050	00	20		093				Kearny County	38.029417	-101.272236
050	00	20		095				Kingman County	37.578086	-98.122060
050	00	20		097				Kiowa County	37.579287	-99.257752
050	00	20		099				Labette County	37.216412	-95.258722
050	00	20		101				Lane County	38.510314	-100.485950
050	00	20		103				Leavenworth County	39.226737	-94.979816
050	00	20		105				Lincoln County	39.049012	-98.199230
050	00	20		107				Linn County	38.223827	-94.805322
050	00	20		109				Logan County	39.010542	-101.063727
050	00	20		111				Lyon County	38.428144	-96.148192
050	00	20		113				McPherson County	38.373035	-97.649667
050	00	20		115				Marion County	38.338511	-97.086112
050	00	20		117				Marshall County	39.790884	-96.529574
050	00	20		119				Meade County	37.256749	-100.386755
050	00	20		121				Miami County	38.568540	-94.851324
050	00	20		123				Mitchell County	39.429869	-98.200274
050	00	20		125				Montgomery County	37.148070	-95.701064
050	00	20		127				Morris County	38.703192	-96.640347
050	00	20		129				Morton County	37.124416	-101.784918
050	00	20		131				Nemaha County	39.799258	-95.988152
050	00	20		133				Neosho County	37.591458	-95.351726
050	00	20		135				Ness County	38.526299	-99.890005
050	00	20		137				Norton County	39.783846	-99.899288
050	00	20		139				Osage County	38.639801	-95.727351
050	00	20		141				Osborne County	39.378782	-98.759519
050	00	20		143				Ottawa County	39.127258	-97.674561
050	00	20		145				Pawnee County	38.175395	-99.207486
050	00	20		147				Phillips County	39.769800	-99.347934
050	00	20		149				Pottawatomie County	39.336607	-96.305882
050	00	20		151				Pratt County	37.647965	-98.731984
050	00	20		153				Rawlins County	39.790772	-101.066921
050	00	20		155				Reno County	38.004874	-98.018143
050	00	20		157				Republic County	39.823297	-97.647948
050	00	20		159				Rice County	38.349411	-98.217441
050	00	20		161				Riley County	39.254260	-96.672062
050	00	20		163				Rooks County	39.357714	-99.334448
050	00	20		165				Rush County	38.527472	-99.310127
050	00	20		167				Russell County	38.908993	-98.773442
050	00	20		169				Saline County	38.807979	-97.612452
050	00	20		171				Scott County	38.483147	-100.920898
050	00	20		173				Sedgwick County	37.681327	-97.363470
050	00	20		175				Seward County	37.119500	-100.877378
050	00	20		177				Shawnee County	39.039150	-95.710259
050	00	20		179				Sheridan County	39.356854	-100.452202
050	00	20		181				Sherman County	39.344980	-101.743383
050	00	20		183				Smith County	39.763375	-98.795409
050	00	20		185				Stafford County	38.035595	-98.719925
050	00	20		187				Stanton County	37.562435	-101.748362
050	00	20		189				Stevens County	37.222066	-101.308761
050	00	20		191				Sumner County	37.264610	-97.432563
050	00	20		193				Thomas County	39.367297	-101.026354
050	00	20		195				Trego County	38.936994	-99.845838
050	00	20		197				Wabaunsee County	38.974718	-96.202352
050	00	20		199				Wallace County	38.899840	-101.757577
050	00	20		201				Washington County	39.777103	-97.077243
050	00	20		203				Wichita County	38.498351	-101.363778
050	00	20		205				Wilson County	37.540236	-95.751968
050	00	20		207				Woodson County	37.885917	-95.736987
050	00	20		209				Wyandotte County	39.103711	-94.692760
050	00	21		001				Adair County	37.102613	-85.281104
050	00	21		003				Allen County	36.748478	-86.183210
050	00	21		005				Anderson County	38.012614	-84.951050
050	00	21		007				Ballard County	37.053173	-88.986191
050	00	21		009				Barren County	36.984455	-85.933483
050	00	21		011				Bath County	38.147434	-83.758080
050	00	21		013				Bell County	36.691388	-83.702245
050	00	21		015				Boone County	38.971999	-84.680815
050	00	21		017				Bourbon County	38.218884	-84.226178
050	00	21		019				Boyd County	38.425361	-82.664583
050	00	21		021				Boyle County	37.625286	-84.842347
050	00	21		023				Bracken County	38.731039	-84.080939
050	00	21		025				Breathitt County	37.525387	-83.345769
050	00	21		027				Breckinridge County	37.783397	-86.452247
050	00	21		029				Bullitt County	38.005184	-85.672052
050	00	21		031				Butler County	37.203382	-86.699279
050	00	21		033				Caldwell County	37.152168	-87.889446
050	00	21		035				Calloway County	36.616903	-88.269723
050	00	21		037				Campbell County	39.036524	-84.433303
050	00	21		039				Carlisle County	36.851769	-88.952666
050	00	21		041				Carroll County	38.667670	-85.122626
050	00	21		043				Carter County	38.307846	-83.049318
050	00	21		045				Casey County	37.320994	-84.932578
050	00	21		047				Christian County	36.854445	-87.481989
050	00	21		049				Clark County	37.978992	-84.169019
050	00	21		051				Clay County	37.180607	-83.740232
050	00	21		053				Clinton County	36.718925	-85.134563
050	00	21		055				Crittenden County	37.329380	-88.081084
050	00	21		057				Cumberland County	36.779996	-85.406691
050	00	21		059				Daviess County	37.750648	-87.105097
050	00	21		061				Edmonson County	37.236499	-86.248786
050	00	21		063				Elliott County	38.119776	-83.097837
050	00	21		065				Estill County	37.693947	-83.970538
050	00	21		067				Fayette County	38.029632	-84.494642
050	00	21		069				Fleming County	38.377973	-83.701222
050	00	21		071				Floyd County	37.572027	-82.748921
050	00	21		073				Franklin County	38.203653	-84.868393
050	00	21		075				Fulton County	36.539914	-89.064648
050	00	21		077				Gallatin County	38.749513	-84.873611
050	00	21		079				Garrard County	37.644153	-84.550423
050	00	21		081				Grant County	38.657847	-84.602295
050	00	21		083				Graves County	36.731680	-88.646569
050	00	21		085				Grayson County	37.467837	-86.339099
050	00	21		087				Green County	37.263757	-85.536418
050	00	21		089				Greenup County	38.567287	-82.858221
050	00	21		091				Hancock County	37.868783	-86.805340
050	00	21		093				Hardin County	37.738924	-85.914926
050	00	21		095				Harlan County	36.865382	-83.200284
050	00	21		097				Harrison County	38.415364	-84.321238
050	00	21		099				Hart County	37.280263	-85.880213
050	00	21		101				Henderson County	37.802623	-87.568076
050	00	21		103				Henry County	38.443195	-85.164850
050	00	21		105				Hickman County	36.670021	-88.953117
050	00	21		107				Hopkins County	37.304241	-87.543652
050	00	21		109				Jackson County	37.413521	-83.991547
050	00	21		111				Jefferson County	38.209237	-85.704021
050	00	21		113				Jessamine County	37.879166	-84.587109
050	00	21		115				Johnson County	37.834162	-82.797237
050	00	21		117				Kenton County	39.026743	-84.539347
050	00	21		119				Knott County	37.347626	-82.956777
050	00	21		121				Knox County	36.894622	-83.906488
050	00	21		123				Larue County	37.528269	-85.694210
050	00	21		125				Laurel County	37.106679	-84.083545
050	00	21		127				Lawrence County	38.075692	-82.705282
050	00	21		129				Lee County	37.591061	-83.697023
050	00	21		131				Leslie County	37.110113	-83.369784
050	00	21		133				Letcher County	37.137877	-82.814908
050	00	21		135				Lewis County	38.544909	-83.340234
050	00	21		137				Lincoln County	37.460561	-84.678393
050	00	21		139				Livingston County	37.155131	-88.328991
050	00	21		141				Logan County	36.864453	-86.872605
050	00	21		143				Lyon County	37.048571	-88.075212
050	00	21		145				McCracken County	37.059705	-88.651111
050	00	21		147				McCreary County	36.734929	-84.473018
050	00	21		149				McLean County	37.501567	-87.235570
050	00	21		151				Madison County	37.699681	-84.272240
050	00	21		153				Magoffin County	37.714481	-83.061381
050	00	21		155				Marion County	37.554278	-85.269545
050	00	21		157				Marshall County	36.901582	-88.322058
050	00	21		159				Martin County	37.835910	-82.515848
050	00	21		161				Mason County	38.612504	-83.797966
050	00	21		163				Meade County	37.948853	-86.130373
050	00	21		165				Menifee County	37.956583	-83.597479
050	00	21		167				Mercer County	37.782987	-84.848614
050	00	21		169				Metcalfe County	36.982743	-85.633086
050	00	21		171				Monroe County	36.714391	-85.712551
050	00	21		173				Montgomery County	38.025598	-83.892016
050	00	21		175				Morgan County	37.914777	-83.261043
050	00	21		177				Muhlenberg County	37.236355	-87.144646
050	00	21		179				Nelson County	37.807997	-85.464953
050	00	21		181				Nicholas County	38.318436	-84.014318
050	00	21		183				Ohio County	37.456506	-86.879363
050	00	21		185				Oldham County	38.381783	-85.447672
050	00	21		187				Owen County	38.506605	-84.808937
050	00	21		189				Owsley County	37.413786	-83.696582
050	00	21		191				Pendleton County	38.696890	-84.351800
050	00	21		193				Perry County	37.247531	-83.204725
050	00	21		195				Pike County	37.447794	-82.411115
050	00	21		197				Powell County	37.841422	-83.853607
050	00	21		199				Pulaski County	37.094535	-84.600331
050	00	21		201				Robertson County	38.508638	-84.051458
050	00	21		203				Rockcastle County	37.373922	-84.330624
050	00	21		205				Rowan County	38.187102	-83.433917
050	00	21		207				Russell County	37.002624	-85.054060
050	00	21		209				Scott County	38.247741	-84.569827
050	00	21		211				Shelby County	38.218077	-85.213303
050	00	21		213				Simpson County	36.725795	-86.581073
050	00	21		215				Spencer County	38.036096	-85.336802
050	00	21		217				Taylor County	37.357343	-85.348259
050	00	21		219				Todd County	36.816758	-87.174760
050	00	21		221				Trigg County	36.846471	-87.864090
050	00	21		223				Trimble County	38.613801	-85.353971
050	00	21		225				Union County	37.645700	-87.931029
050	00	21		227				Warren County	36.986914	-86.424550
050	00	21		229				Washington County	37.731977	-85.190334
050	00	21		231				Wayne County	36.820146	-84.834888
